,text,label
587,this blatantly inaccurate and bias article about religious freedom india modi was exonerated all wrongdoing the gujarat uscirf dubious body without any representation indic religionsnonsense and hogwash ,0
588,yes nincompoop just nazi bjp politicising balakot raids test have stopped terror raids our citizens maam how educated person like nirmala live with gross brazen corruption lynchings your party cadre lies from modi shah every day ,2
589,please sell off our forest please make india desert request all chowkidars first protect environment before anything else dont dilute the env laws ,2
590,anything say now hope know its crucial deal jai modi ,1
591,"she has asked three questions from modi and her questions are valid you could kindly answer them small vides minute but important
",2
592,modi’ village electrification among world’ biggest successes this year says this report ,1
593,will modis pictures boarding passes invite trouble take decision news ,0
594,from man who tangoed with him modi has hurt ncbn where hurts money,1
595,the able capable and innovative enough look india afresh “ for one optimistic that with his leadership india will that new india that has promised” ,2
596,"please change name modi army whatever else
cause indian army does not belongs particular party particular person jay hind",2
597,per the data provided modi govt lok sabha almost the total fund for ‘beti bachao beti padhao’ scheme was spent advertising and impact assessment was conducted for the scheme fails all fronts ,0
598,got one more reason vote for modi this time dont any want any elections just make modi for whole life ,2
599,rahul gandhi sir modi legend our generation not you are modi king and this generation anything for modi love modi modi hai tou kal hai ,2
600,sumanth guess you have not got any freebies from modi,1
601,cji ban elecation and paper currency when there was independence only years lease signed fake queens victoria and elizabeth and her mafia govt fake pms nehru fake chaiwal modi and amit shah scams nuclear and rafale and demonetisation looted wwi mahabharat ,0
602,brother offered modi beef biryani yesterday,1
603,iss baar tmko harenge jarrur indian history will receive tremendous loss because are going vote for modi and for ravishankar sir,2
604,had got this dreamsmodi providing schemes for unleashing people self respectbut the contrary want poor just vote banku want them vote and sit idealwho taught idiot about economicshow finances work,0
605,brilliant modi government didnt just dispose off enemy assets but made 700 crores from ,2
606,heres interesting section work which gives comprehensive glimpse the work various sectors over the last years detail report for those who shout always modi tak kiya kya ,2
607,she’ corrupt means then why modi sarkar fails take leagal action,0
608,love like pappumodibjp win ,2
609,demon calls narendra modi demon the definitely more than just human being demi god,2
610,why you pretend sleeping when congressi leaders openly abuse target wife modi smt smirti irani hema malini and other women like many others this deepdyed pharisaism why hide join congress ,2
611,this the which wanted woman patient admitted the hospital was allegedly gangraped group staffers apparently cctv cameras the hospital were switched off during that time,0
612,our armed forces who give befitting reply our enemies politicians jump take credit ,1
613,pakistan must everything its power bring modi back power these elections our best betwhile delusional rabid rss dog the most divisive figure indian historyfast tracking the implosion indian union ,2
614,amartya sen hits out modi govt says india has taken quantum jump wrong direction since 2014 ,0
615,neutral its not for you hate secularist bcz secular relegion the sanatana and you delebaratly mentioned your retweet who are against relegion and nation you can defame modi but the same time you should make sense your tweets,0
616,people have already made their mind people india are going choose performance modi false promise rahul,0
617,modi the countryhe worked chaiwala not chowkidarbut thanks the corrupt fraudulent activities etc had take the avatar,0
618,modi not the real hindu but there any difference between you and goons this why should vote for you this all you could come with ,2
619,what about karnataka its not just congress but bjp also backed minelooters and corrupt ppl modi must look after and keep away from party,0
620,sapna chaudhary dancer but sonia gandhi was not bar dancer she was working bar maid per research done her which means she was waitress she was more like modi modi chaiwala she was daruwali,2
621,sir please provide video modi saying that will deposit lakh every account will fight court get from past year searching for this video,0
622,wish more strength the shoulders narendra modi,2
623,murder conspired nehru rajeevmafia family they can conspired for modi with the help china pakistan therefore indian agencies must carefull about security india congress have all his dna,1
624,interview local media various issues 2019 election rise failure modi government curb the black money ,0
625,your hatred towards modi not forget that the person you are replying also bhadwa dalal aap and islamists,1
626,atleast modi bought new fighter jets for our airforce give them some teeth congress yrs did nothing and had left our airforce toothless ,2
627,all just barking dogs whole world know that india big terrorist organisation and just barking against pakistan because just some money and hate your modi dogi terrorist american before laaaaaant all gayhindoa terrorist state  ,0
628,"those who themselves dont know how many fathers they have mother has idea who her kids are start and end their careers making puncture think the same way about others
waise amit modi kaun hai
naya aya hai kya maidan mein",2
629,but modi should have used the shudh hindi ,1
630,please vote which below made your life miserable under modi govt ,0
631,there nothing wrong kalyan singh asking vote modi also indian citizen has freedom speech,0
632,shocking that you want change take place instantaneously lawadmin judicary police across can only say you are pushing the cart the horse all the best,1
633,grabbing hidden stuff ,0
634,one who have put their intelligence and national interest ransom for few rupee are hating modi there modi hate club,0
635,aap was not the reason why bjpmodi came power was the corruption upa2 upa1 was good and people voted them back but upa2 was full scams policy paralysis and lack comm wish mms had spoken bit more like has done recent years,2
636,the fastest growing economy the last yrs aggregate considered all said and done nothing beats the publicity spending modi,1
637,dont even compare modi with chanakya chanakya would what needed for good the state modi has let sabarimala burn has brought ordinance however uphold disgusting atrocities act which makes mockery non human rights let marxist education continue ,0
638,want not chaiwala pakodewalai surprised those who vote for modi what kind person they vote for owaisi said ,2
639,much less than 15l that modi has promised everyone ,0
640,✌ vote kar narendra modi appeals everyone during tweetstorm ,1
641,"
modi govts efforts last years governance reforms have been institutionalise honesty way that every system and institution designed inculcate well inspire honesty
via namo app",1
642,rahul gandhi doesnt make false promises like the bjp his past record shows how has always fought for our rights given months modi now give months ,0
643,answer why narendra modi started chowkidar campaign again started cheating ,1
644,nirav modis firm sends legal notice revenue department stop auction paintings ,1
645,that you feel better about the shitty flight ,2
646,grace congress pays cost for not having coalition congress bhai yeh modi met thopana ,1
647,but answer modi just failure,0
648,dirty politics start and doo whatever can too against modi papu raffles raffles fail chokdar chor chor chor chor chor machyee soor aur abb apne ristdaar mare hai 300 proof chayee ,0
649,hope may the day india will free from modis dictatorship lies his bol bachchan irritating and idiotic voice,0
650,commentary rahul gandhi’ reluctant bid rival indias modi via ,1
651,has been salesman selling jumlas salesman selling doctored data lies will remain salesman selling jumlas lies ,1
652,called his mother jersey cow and him hybrid calf what you expect back modi has single handedly dragged down the level political discourse india,0
653,can start online petition appealing censor board and modi who ever can stop the from releasing least blur vivek oberois face all the scenes just cant imagine him modis role,2
654,"
for india emerge stronger and prosperous nation every section society must enjoy ease living with the active support the govt this modis new india
via namo app",2
655,big announcement indias poorest families will given ₹72000 annually directly their bank accounts modi can give 30000cr the richest the country there enough money protect poor ,0
656,many 111 farmers from have decided fight the electoral battle against and file nominations from varanasi ,2
657,100 all about and modi alla out ,1
658,the east west even the middle east was happy with modi bcs selling india without any price fact paying and selling india  ,2
659,not worried vote worried about modi also take care licking abilities modi not paying attention you can become next smriti ,1
660,will not wear heart while vote this timechances heart failure,0
661,advani deserved president india modi has been disrespectful him god will punish modi,1
662,kamre modi brand remove first letter from and what remains you ,2
663,narendra modi became and despite biased vicious media political arriviste like wants prop himself with the help media ,0
664,response modis 6000year indias kisan rahul gandhi promises 6kmonth 25cr poor ,0
665,shameful national conference leader calls narendra modi quotterroristquot all those who have links with hafeez sayeed and pakistan will call terrorist,1
666,chowikidar suresh vaidya bharat logo jago vote for bjp headed shri nrendra modi jagte raho,1
667,"wherever there injustice people feels its right blame modi why farmers are not raising issue state govt fighting elections against their state parties
answer simple cause modi aggressive and people india believes that only can resolve issues ",2
668,one aspect pertinent point many are ignoring which need state again again regarding the acquittal people from terror cases and especially sri modi from the innumerable cases that was going unendingly until was finally given cleanchit,2
669,fake pic looted from narendra modi’ rally  usual fake propaganda like how you create fake social media accounts  congis stop looting conning  joke the day ,0
670,rahul gandhi promises 72000 per family the poorest the poor 6000 modi announced 6000 for small farmers his budget ,0
671,modi engaged celebrities increase his twitter visibility study reporters today ,1
672,watch aimims akbaruddin owaisi mocks modis chowkidar campaign ,1
673,minimum wage our modi agenda for those who work  moron rahul couldnt come with anything original haw ,0
674,modi from tea seller shirt seller,1
675,said his varna teacher develop and innovate through thought process not just guard like watchman tina compared others the fray the only factor favour modi ,1
676,those who are comparing should know that there cannot comparison between and period,1
677,"
benefits that belonged poor used taken away middlemen modi govt has put end exploitation bringing around 440 schemes under direct benefit transfer has transferred lakh directly bank accounts beneficiaries
via namo app",0
678,"dear beti sapna bjp mla gave stupid remarkson seeing you joined chor cong party you did much effortsdid much for yourfamily one thing sharing with youif you contest elections with modi bjp much bettersuggested you like
fathergood wishes regards",0
679,"inc president the last yearsthe poor people are the worst sufferers under modi regime minimum income plan poorest5crore families will get 72000year
such scheme not anywhere the world except india ",0
680,mean modi never took questions reply indians ever,0
681,modi can give ₹350000cr indias richest then the same for indias poorest families even india spends its total income for the welfare poor its can done people may may not believe because modi promises made people immune promises,0
682,mission modi filling nomination ,1
683,bhadrak bhandaripokhari and bhadrak they are loosing elections row still they are getting tickets new face they were imported from congress but unable take the advantage modi wave,0
684,his comments disgusting but always wrong agian this probably thats why did friendly interviews with her its modi who has faced more personal abuse directed and led mrs gandhi herself followed her son her party her ilk and left lib journalist,0
685,hariprasad the man who had shamelessly said pulwama attack was matchfixing between modi pakistan congress candidate for bangalore south his candidacy insult the nationalistic people bangalore bangalore south will reply ,1
686,"were following rss constitution for hindu rashtra not the one drafted for india 
shameless modi ",1
687,same here running ,1
688,the first term prime minister won promise but the second term will have won performance not even narendra modi exception this,2
689,modi got vote nda alliance partner got vote way contest when your vote crosses then you can get massive gain seats that’ how your sidjiwon 2015,1
690,not forcing anyone ,1
691,year 2001 gujarat modi was offered the deputy chief minister bjp leader but rejected the offer saying was “going fully responsible for gujarat not all” was his decisiveness that made him the chief minister gujarat,2
692,bullshit congressmen india controlled remote whose controller italian converted parsi claiming herself citizen the countrywhich only documents not her heart her name sonia ghandyif the hindusmuslimsetcwant goodthen vote only modi,0
693,correct just have faith and trust modishah combo,1
694,modi address rallies bengal april ,1
695,same was 2014 too where the aggression bjp modi angry and not moving anything sources are believed,0
696,jinnah forseath and advocate that cant live together today people like modi prove that any country they have failed respect the rights minorities they not even failed country but also humanity also,0
697,even aftr trying for the 7th time for last mins couldnt even book train tickets via irctc websitesame error msg displaydy the gov even thinking going more digital wherein they cant even mnge simple ticket booking site ,2
698,modipk strikes trumpmueller report and netanyahugolan heights political victories ahead the polls more years memes with their faces ‘ ‍♂️‍♂️‍♂️,2
699,"media game❔❓
afraid modi❔❓
hungry over corruption ❔❓ ",0
700,you are big fools narender modi doing this work using increase tax decrease sell,1
701,only two things from where this money will come this much money india then same money would have been there years ago then why not started this than this money india got these five years than how modi government fail government,0
702,india’ rankings have nosedived under modi anticipated due greatness bjp,0
703,the same emotional level you are and sure with long rule bjp fangs the serpents will pulled out without killing the serpents,2
704,asaduddin alleged was major lapse the government’ part that terrorist carrying 50kg rdx slipped through the security measures and manage kill crpf troops ,0
705,hate congress for many reasons but remember they are not vicious vile bjp under modi shah ,2
706,allow only modi ,1
707,even modi said will give bring back black money and give lac each family 2014 ,0
708,bjp struggles find candidates west bengal graffiti shows modi asking cow contest ,0
709,when modi gave 2000rs then wasnt disastrous idea when modi increased reservation from then wasnt disastrous idea for income tax paying class this time money will the poorest which really great idea,0
710,"find the difference
before monkey the beauty and modi the beast
before you
",0
711,"sir
sad thing bjp following footsteps congress minority appeasement things dont change under modi after 2019 elections hindus should start boycotting bjp modi from 2020 onwards bjp keep backstabbing hindus dont unite force them deliver hindus",0
712,are all bjp workers modi should become governor kalyan singh times india ► ,1
713,one the comment from hardcore modi bhakt when shared postcard editor was arrested for sharing fake news now know why postcard editor was arrested becuz was speaking the truth was proindia liers how long will your lie sustain truth out the open,0
714,yeah ppl divided sowe are fighting against uwe are with modi ,1
715,never photo photographers play tricks,1
716,modi worse this world uneducated tea maker,0
717,modi govt raises the subject the treatment minorities with islamabad however maintains studied silence regular attacks quoting this only shows the guilty conscience” ,0
718,how disgusting have become that these horrific killings are not making headlines any more what has reduced where violent death new normal the only hope ,0
719,kiya tho refresh maarkefir comment karo ,1
720,that good the people india nationalists want modi forever elections are waste money and leads more corruption and violence opposition,2
721,yes they’ been arrested ’ gonna court now brother imran khan hai apka modi nai ,1
722,bjp remain third 2014 with the defeat margin 308000 votes during modi lahar and now the bhukts are dreaming winning the seat,2
723,destroying the forest  for mining cole vaa modi vaa,0
724,door door campaign karyakartas bardowali mondal ward favour our canditate @ pratima bhoumik bar phir modi sarkar bjp zindabad ,1
725,modi jaitley not know economics subramanian swamy ,1
726,sad not sure upa sure modi modi modi without doubt,0
727,still believe 130cr citizens this country are not fools hope they will give benefited reply modi and ,1
728,modi like that not indians,1
729,may bring back black money which was promised modi,0
730,don’ think amit shah will same advani mass support don’ think bjp will make this mistake again you need mass leader don’ see anyone other than modi atm ,0
731,recorded calls from narendra modi has been doing the rounds too just clarify that too then,1
732,modi hai ‘mumkin’ hai wasn’ the slogan bjp ’ disgraceful for the post,1
733,this actually like choice between bjp and chaos sane indians are voting for narendra modi  ,1
734,with modis selective patriotism towards ambani modi shah etc voter too will think about voting,1
735,sab chodo modi modi mar karo target each aap khud modi chod dont give imp bolne bolna hai tum unke hat pair means cms maro,1
736,hihihi balancing act blame modi even not remotely linked,2
737,india need able well behaved person like rahul gandhi not chowkidaar busy with anil ambani nirav modi and nawaz sharif birthday party,2
738,man bharun aal also without modi ,1
739,strict policing that too health system sir regulation the last thing our mci and ima allow ima comes out with banner posters even first hint any kind regulatory attempt state even full majority modi govt couldnt pass nmc bill,2
740,thanks anu sharma will vote and make sure people know are motivated vote for modi ,2
741,modi rahul the biggest blunder you guys have made this election suggested long back should have been 543 different contests all the constituencies and would have been curtains for modi ,0
742,"youngest pellet gun victum hiba jan iok how come you say minorities are safe under rssbhajrangdal controlled modi govt
should post videos muslims lynched cowbhagts forced chant hindu slogan standing mosques remove beard under threat
mind your bussiness ",2
743,least truthful with yourself not with your profession rest world bark directly under modi bjp poor innocent pious minority muslims are not safe that hindu majority society india violent hindus attack peaceful muslims dont vote modi enuf,0
744,nothing else its modi phobia,1
745,every one support modi,1
746,special economic zones was created improve the exports giving tax benefits companies first sez awarded adani for power plant jharkhand will bear the tax and pollution brunt and electricity will exported bangladesh ,2
747,esm approaching regarding exemption toll tax for esm toll plaza national highways and express ways the govt given cards all esm their toll tax exempted once they move personal vehicle this facility discontinued modi govt with effect from jun 2014considered,1
748,what has modi delivered nothing his team quiet other senior bjp leader will support endorse modi campaign ,0
749,same siddharth malhotra abuses modi with his 2nd account,1
750,modi chor will vote for congress and only congressmodi may every tactic win like realising his film doing promotion etcbut this degrader economy and uneducated man must not winhe will destroy india completely ,2
751,now she trying prove bhakt playing with the sentiments ram bhagwan this prove that modi has wave has forced her ram bhakt other hand they oppose for ram mandir ,0
752,you think modi the best choice this election you believe his idea new india you are thought leader scholar academic columnist thinker join our efforts register here ,2
753,the great modi trap ways congress has walked into ,2
754,hahathis salmasabrina with flavor and twistsociopath salma says modi govt cares for the rich ignoresrobs the poor sabrina vadri quotes like maos red book quotations ,0
755,theyre testing waters next kovind naidu will join the chowkidar brigade and explain how modi alone could surgical strikes pakistan,1
756,modi has build his reputation doctorate fakeology questioning being anti modi doesnt make you anti national has failed all fronts bombing terrorists pakistan with what result lost jawans due failed intelligence period,0
757,had slammed the makers twitter and written “ shocked find name the poster this film have not written any songs for ,0
758,now will our socialist modi far behind ,0
759,seventeen years long time learn one completes school bachelor’ and master’ that time but from 2002 2019 the congress party has learnt little editor chief argues the ways congress has walked into modi trap ,0
760,view cong should support from begusarai and ensure his entry parliament capable effectively countering modi,2
761,bjp struggles find candidates bengal graffiti shows modi asking cow contest india today ,0
762,even modi were contest from pathanamthitta will meet the same fate any other bjp candidate,0
763,don’ have agree with everything modi says does but far the best person lead india need modi again,2
764,amit shah obvious choice for bjp after modi,1
765,"while upa was depriving our forces for providing them equipment needed them modi government providing them needed
ch47f chinook heavylift helicopter are inducted today mar helicopter fleet iaf chandigarh ",1
766,best wishes for 2019 election wish from god you will win huge number vote india need leader like and also party like bjp and sri modi again prime minister india may thursday 2019,2
767,"tag this fast growing youtuber cared abt this country thatacc him modi destroying democracyhe blind folded other politicians looks good bad bad good
sarcasm",0
768,"just watch fun
modi will win election
huh",2
769,’ absolutely true thease laws scrapped 2017 ,2
770,the people tripura all set punish congress upcoming polls for daring question the valor our armed forces and calling airstrikes not appropriate every booth tripura will give befitting reply them ,0
771,vote kar modi reaches out popular personalities sunday tweetstorm via thanks ,2
772,saudi crown prince orders release 850 indian prisoners modis request saudi crown prince mohammad bin salman has also announced the increase quota for indian haj pilgrims lakh the request modi jai hind ,1
773,modi tweets times halfanhour urges celebs motivate fans vote for more details click here ,2
774,song ,1
775,’ confused who said that intellectuals should decide modi’ policies the question was which intellectuals sided with modi and similarly there’ those who’ disagree with his policies too where’ the question deciding anything,0
776,air india probe boarding pass with modi rupani images delhi airport ,1
777,how thinks about indian poor peoplethis announcement insult the poor people indiamodi already announced the all people will get their own housewhat modi should announce that whoever want money 72000 will get place paka house,0
778,where your hunainty when mulsim are being killed india kashmir now your humanity awaken our gov have taken action already dont worry its not modi sarkar,0
779,awareness the key make any scheme successfulmodi govt succeeded this this govt schemes reached door door even remote areashuge public got benefitted because awareness,0
780,after accused makers biopic wrongly crediting him for the film mns general secretary has demanded impose ban the starrer ,0
781,can’ become ‘chowkidar’ because ’ brahmin says bjp subramanian swamy ,1
782,saported narendra modi,1
783,she will drink even manhole water her petrodas say that will save them from eds investigators modi,1
784,talk about looting hypocrite modi took white money converted black gave trolls everone knows who else,0
785,aimim chief asaduddin owaisi criticises modi for launching merchandise ‘after all the jobless youth victims demo gst modi’ ilaaj buy tshirts from him’ ,1
786,bjp,1
787,congress party whose polls show closing lead the election due may said the job report showed national disaster economy has been expanding percent plus annually but uneven growth meant not enough new jobs keep pace ,0
788,also itself one the reasons make happy etc etc,2
789,aimim leader akbaruddin owaisi takes jibe narendra modis chowkidar campaign says will give cap and whistle firstpost ,1
790,shi kha yadav who can forget modi contest from seats 2014,1
791,with pitroda tweet lohia blog modi shows how maximises social media polls via thanks ,2
792,sad see when asked from share what they want they say modi modi but dont say what they really want for policy facilities when will look for right answers,0
793,vote such party and leadershipwho can take fast and firm action none other than narendra damodardas modi and bjp party ,0
794,the place modi ,1
795,yogi adityanath takes dig congress saharanpur candidate imran masood ‘saharanpur also has the soninlaw azhar masood people have decide they want person who speaks the language masood azhar modi’ protégé who treading the path development ,1
796,did construct waterway day dreaming according these arrogant bjp ministers india had infrastructure before 2014 everything created modiare fools trust these guys ,1
797,uring his tenure chief minister the state gujarat the gdp growth rate the state soared value above that the country whole and during modi’ administration gujarat topped the world bank’ “ease doing business” rankings among all other indian states,2
798,simply means sumanth uncle seeing lot ppl with modi ’ tshirts you are doctor but would still prescribe you gelusil bottle per day,1
799,"only modi
for save the nation with other good nation and humanity ",2
800,and this should applicable every govt department including politicianshai modi dum karke dikheyewarna har cheez politics ghusana band kre chor saala,1
801,"rajasthan governor kalyan singh aligarh 23rd march all are bjp workers and want the bjp emerge victorious want that once again modi should become the important for the country
",2
802,defeating modihow you guys will take india further futurepower hungry jokers having other agenda,0
803,vote modi who has not created jobs,1
804,tax money should not cash poor tax money can used form schemes trust modi ,0
805,the context the elections and kind cold shouldering with modi has negative context,0
806,modi will win with better margins,2
807,tries win accolades giving token ₹ 6000 year familiy farmers announces that will provide sum ₹ 6000 every month all poor families below poverty line game changer ,0
808,after railway tickets now boarding pass air india have modi pics airline says looking into times india ,1
809,urge all south states india people support all respect with heart mind for modi have lagged behind nation after independence due neta propaganda for religion language local strategycastescreedsregions bias kith kind etc,0
810,can help them teach them how code ,1
811,mahodaya pranamwill come eat thallipeath with jowar roti your place after 23519,1
812,"unqualified unambiguous these questions your turn rohit kumars letter friend whos modi supporter does not move you afraid you havent understood the principles this country was built and you are not friend
",0
813,kay bola hoga know modimodimodi will tell one story there was gang chor there act was they visit market and one them chori and pass the iteam next and the first chor only shouting chor chor chor chor papu are like that,2
814,now predict number free rides modi will get the chartered planes gautam bhai for election rallies all under auspices ecofindia,2
815,every time you smile someone action love gift that person beautiful thing mother teresa,2
816,salesman the year award goes modi ambaniadani national loot corporation ltd ,1
817, its ridiculous risk high value military assets after low value assets like temporary huts modi did even here messed flattened trees and killed crow instead,0
818,the great modi trap ways congress has walked into via thanks ,2
819,problems slap them now will return strip you nude thru electorial voting ls2019 elections more will follow ,2
820,now air india boarding pass with pictures modi causes stir ,1
821,bjps chanakya work this very ruthless attitude the modishah duo ❤,0
822,then what chowkidar modi jee will remove his “chaddi” and turn around,1
823,enable sez status for the adani project the centre had amend 2016 guidelines that prohibited the establishment standalone power project inside sez via ,1
824,those asking whats the corruption rafale deal should read our complaint cbi see how modi replaced the almost done deal 126 jets 700cr each 1600 each only give commission ambanis cothats corruption act ,0
825,where the money meant for salutesstadivasi minority students going must provide answers ,1
826,evry modi bjp supporters pls follow will 100 follow backnamo again,1
827,think need calculate the total drain the exchequer from 1947 till date only scams then the subsidy scams student scamno teacher scam mnrega scam total all this divide the population poor today lets arrive figure ask them put upb4 22519,0
828,how sad these helpless indian citizens with rights injured modi’ gundas their sisters mother insulted abused threatened leave india this incredible indiacan you guys educated tolerant civilised defeat such sentiment may,2
829,think that sapna chdry now choose good way support modi modi jai hind ,2
830,opportunistic unholy alliance for grabbing power any cost bsp rivals ever since joined defeat modi without any ideology vision now congress too joins bandwagon only with limited agenda defeat modi people must reject such opportunistic alliance,0
831,hope you have conveyed this message modi and shah,1
832,with these kind persons the party what would modi ,2
833,"indian has already win modi completed triple century
all chamcha contribute less than one century",2
834,bjp neta toh baat kar lee about mrs sonia gandhi let talk about narendra modi’ mother and father’ profession what they used for living public janana chahti hai just for knowledge sake like all know about gandhi parivar either bad according bjp,0
835,only rahul gandhis politics love can defeat the modi politics hate its time vote for love over hate ,0
836,dont forget its swamy who associated with people like rajiv malhotra first trust rajivji will worshipped future and anurag saxena doing great work bringing back our stolen antiques hes part cultural renaissance hindus today not modi ,2
837,side kheencho and reuse modi jacket bhai,1
838,and you dont want blame for this because they were power for merely 5560 years after independence lets blame modi and rss ,0
839,some times for political mileage leaders but good signal from modi jee how any body object pakistans birth day congratulation not given from india then you can scold,2
840,chowkidar was name calling word thrown modi rahul gandhi foolishly happy that many opposition circuits are flustered now ,2
841,this called concern for the poor which modi bjp doesnt have the poor this country will get 72000 annually directly into their bank accounts ,0
842,modi conducts press meet with confidence and infront row panel journalists like abhisar punyaprasunsakshi joshi ravishkumar are seated thats modi cancels press conference,1
843,people wish your vision india and least interested about your personal enmity with modi others its your personal problem handle this personally and dont expect nation will join your dirty fight with others tell why vote ,0
844,"challenges pmla court order auction painting bombay high court
nirav modis firm sends legal notice revenue dept stop auction paintings
division bench will hear the case march ",2
845,this time blind faith modi… absolute hate for congress milind deora via thanks ,0
846,"advani from delhi
fights from gandhinagar vajpayee from gwalior
fights from lucknow sushma from haryana
fights from vidhisha jaitley from delhi
fights from amritsar smriti from mumbai
fights from amethi modi from patan
fights from varanasi afraid fight from native place",0
847,right now congress seems good option only because modi has set the bar low leaving the seat empty would look like improvement but remember the congress started aadhaar the congress too has overseen corporate exploitation our natural resources,2
848,"need the act protect minorities india
the hindu nationalists have the same mindset the white neonazis with sense fairness justice their ideology with modi giving them protection ",1
849,"modi never declared chowkidar for pulwama
theft dataexpert data fudginggdp unemployment including design templates fake degree certificates only declared chowkidar for bjp funds collected thru electoral bonds",0
850,why are even having election why cant declare dictatorship and get over with this hypocrisy democracy,1
851,"“ narendra modi feels that film called narendra modi not having good quality acting both ironic and exhibit the mediocrity the acting talent outside indian politics” member the film production told the dependent
 ",2
852,they hate modi but not from their heart like you ,0
853,isnt imran masood the same guy who said narendra modi boti boti kar denge just like azhar masoodwhy speaking the language terrorists,1
854,don’ let the hopes the nation shattered regroup accept the decision ’ modi that matters ,1
855,brother modi jee the watchman nation that india and that post prime minister please note,1
856,wah super but simple convey general public about achievements thanks modi saab,2
857,rahul ghandhi stands where against modi who was for years gujarat and for years,1
858,these goons have much bigger and dangerous plans modi comes back and declares himself for lifewill dis neonormal post  ,0
859,dont know what survey this all the bengali friends asked about modi almost all were against his policies☺️,1
860,maam spine shivering judgment death better than conversion our destiny,2
861,sir but bigger modi bhakt than any the vultures present ,1
862,the alternative modi must seriously consider nota voting for independent humara tax badhayega freebie baatne liye bas nothing else,0
863,bjp not all subtle about propaganda mean releasing movie the modi just before the elections ,0
864,amit shah may destroy power empire bjpmodi govt ensuing lok sabha election bjp already lost its power various estates during recently election modi depending wholly solly upon amit shah rather then rss ,0
865,fifth column justice yet for the indian express via ,1
866,modi did biggest hardwork develop our nation never forget forever modi regime bharat matha jai,1
867,under modi the armed forces have dangerously and unceremoniously been brought into public life has nothing been learned from pakistan’ history military dictatorship,0
868,modi didn’ care even abt his wife abandoned her can ask like this yogi married idiots don’ know the pain every family man bring their family save the parents and hence all stupid things like demonetisation etc time get rid you all ,0
869,"yup best qualities modi and bjp
killing innocents the name religion ",2
870,know what saidvidesho itna kaala dhan hai agar woh desh jaye toh sab kahte lakh sakte hainow can modis ass lickers tell where tht black money,0
871,still hybernatingur frnd nirav modi got arrested ths modiji india kya bahar bhi haath dalakar kar dabochenge true national eader modijia bimbo profession reality read sum news will definitey give competition dumbnes,2
872,mai bhi chowkidar only bjp jai hind jai modi vande matram ,1
873,his and speakers malik started became now eagerly waiting for the last years when will modi become the and reduce price bring ,1
874,trying prove your loyalty modi seems indian muslims have been trying that well don’ seem make any difference though still getting beaten their own homes and asked pakistan keep trying though may get lucky ,2
875,heard swiss empty now modi has captured all black money and gandhis are jail arent they,0
876,the central government the congress arena never took negative stand even ghulam nabi azad retracted his statement calling homosexuals diseased rahul sonia came out and stood against section 377 they werent quiet like maun modi,0
877,this the new india modi trying build with these leaders his party why have live with these deplorable characters ,0
878,anyone better than modi when nehruji expired said there was alternative but shastiji proved was the best ever everybody including modi dispensible,2
879,see the language chowkidar who are tweeting bhi sab you are bjp problem support modi amit sha but dont use bad laughing the culture rss,0
880,can’ distinguish between bagga and modi these days both are selling shirts,1
881,main reason small things modi has done and get 1000 water railway station toilet every ,0
882,"news breaks
film maker modi biopic accused sexually exploited minority metabhi modiji life inspired hua hai jab 36gun milate hain
tabhi koi biopic likhane film banane sochta hai modiji did earlier his chelafilm maker now following same path",2
883,leading the campaign for bjp india must bring fond memories iji redux pmln which all the more interesting considering how fond modi mian saanp ,2
884,working hard moreover honest toward his work supporting modi the right thing ,2
885,that love this hindutva terrorist swami aseemanand accused killing mostly muslims including pakistanis but modi govt helps him free which moral ground will india blame pakistan china now for masood azhar ,2
886,modi should contest election pakistan,1
887,"clsas wood remains doubleoverweight india sees modi return power
",1
888,but this slanderous dimwit will never mince word against these human rights violations but support all such fake outrage mongering sickular haramkhor brigade just satisfy his antihindu antimodi itch,0
889,yes but how people think its modi alone doesnot make any sense bjp has almost alliance partners right now bjp expert setting fake narratives,0
890,indias opposition steps challenge modi with priyanka gandhi ,1
891,modi has done nothing for common indians product marketing through extensive advertising campaign funded his rich cronies ,2
892,the person saying this also shouted modimodi first should hit first ,2
893,dont understand whats his problem with namo profession kunal you are comedian this joke pity being comedian statement and against modi shame its just showing better know are filthy piece shit and nothing more,0
894,pls watch the video has decoded the oppositions aim remove modi ,1
895,bigots like you will never equal indians this inferiority complex the core all hatecrimes unleashed under modi regime hardly surprising after what saw gujarat 2002 your modernday nero continues overlook crimes you minions follow ,2
896,"has the bjp hit the right note its choice symbol for political messaging there difference between chowkidari and leadership
",2
897,like your way thinking but really just simple that women have rights because there are female deities,2
898,modi shows the mirror the ‘out bail’ gandhi family via ,1
899, btw prakash raj contesting from blore central yes modi scared him ,1
900,modi urges noted personalities spread voter awareness via namo app  ,1
901,"
according law karma vindictive people who out their way hurt others will end broke and alone mrmodi wanted use congress schemes proxy for his own incompetent treacheries heres how even failed article",0
902,was free templatesbut making false claims and unnessecery noisemaybe just for publicity the name bjp modicheapness its peak ,0
903,"sir
the elections between trskedikcr ap5crs peopletdp voters votes ycpjsp goes kcrmodi onlyap will not get krishnagodavarione lakhs dues from telangana",1
904,havent read your answer yet but sure its trump modi even leader can darpok who cant even sign the setu file gathering dust his desk for last years even leader now will read your answer  ,2
