,text,label
303,"there difference
pakistani state dont support such crime but your narindra modi state support lynching beating and hate crime specially with muslim
indias society now 2019 living pre stone age thats why they kill beat human being for cow animal",0
304,major reason for social hatred and strife modi rule lack employment opportunities expanding employment avenues cong will ensure individual happiness and social harmony,2
305,modi will remain for next 510 years and till the time opposition get develop strong leader like him their rank and file ,0
306,modi once again  ,1
307,milind deora this time blind faith modi… absolute hate for congress ,0
308,sir untill unless use bad words modi will not come fame,0
309,raghuram rajan sent list high profile bank fraudsters modi early months his office and thereafter some reminders but modi failed act and why narendra modis campaign sheer hypocrisy ,0
310,lol think godse shud have also done nehru what did gandhi but wanna know against bjp modi read this ,2
311,through our vote ensure govt need and deserve responds modis appeal for the 2019 elections via namo app ,1
312,“cow please fight elections for ” graffiti mocking modi appears bjp fails find candidates bengal ,0
313,where ever rgis going through out the length breadth the country such the reception for him masses india just love him modi all other leaders bjp are just match,2
314,questions friends answer what yours letter friend who happens modi supporter via ,1
315,"opposition parties offered biriyani terrorists while the modi government fed them bullets
",1
316,never said any comment that there was role pak its about intelligence failure leading attack upa ministers left their post after 2008 mumbai attack bcoz they failed what did modi did asked entire country chowkidar what abt rdx isnt that ,0
317,poor chap modi hasn’ given him anything can offer the voters how long can you keep saying pakistan pakistan ,0
318,here’ why the nri disappointed with modi 2019 there modi madison square and wembley 2019 fact nowhere the horizon now writes ,0
319,lies modi exposed with facts,1
320,are you against modi voting nota,1
321,akbaruddin owaisi challenges modi again questions main bhi chowkidar campaign ⚡⚡ ,2
322,"from the sanitation campaign run modi
affected jai bhagwan goyal shahdara and the north eastern
launched cleanliness campaign several places delhi",1
323,our maid saying this rahul keeps saying modi kalla yet goes and hugs him and winks magand idu bekagittu,1
324,ppl pakistan should never trust anyone who’ hand covered with blood muslims modi that person,1
325,this the difference confident leaders call upon actions says vote kar requesting the citizens exercise their right the other hand the opposition saying hamein vote kare modi hataavo thats the difference,2
326,whats with bollywood and congress why are they promoting mediocrity the forefront common people deserve something better dont ,1
327,mention must made that the fare hike was the modi govts doing order keep filling their coffers already bloated with blood money ill gotten gains despite vociferous protestations from the delhi govt see gon get sawed now and full paisa vasool entertainment  ,0
328,mai atal bihari avinash singh gandhi order deta mechokidar narender modi may 2019 morning joine kre @ thounds per day 201o 2024 call for more information,2
329,destroying the forest  for mining cole vaa modi vaa,0
330,pakistan girls can wear whatever they want but they cant roam streets,1
331,saying haffez and masood not terrorist all haan allah faristey bheje thee jao ic814 hijack kar and modi not terrorist can give proof calling terrorist,1
332,india needs healing touch another years from modi heal all those wounds those are caused congress dynastic looters and pak terrorists isi agents ,1
333,proud our priminister modi,2
334,india will become islamic nation not but for sure will not hindu nation under modi rule will dalitstan hindus vote without fear muslim rule use nota massively and show your non confidence political systempoliticians,2
335,day every patriot should have only one motive modi modi and modi again any cost,1
336,modi again disaster for indiamodi india again blessings pakistan what damage isi couldn’ all these years india modi has done for them vote sensibly vote for india and not for idiot who can destroy the future the country,0
337,these goons have much bigger and dangerous plans modi comes back and declares himself for lifewill dis neonormal post  ,0
338,sir hamari pic dhyan dothis water supply are gettingu can’ even smell itbut forced use dis wash our vessel take bathit’ sewage watermodi bjp walo sajis haiwo apko kaam nahi karne denge but pls aap solve karo probgali ,0
339,through our vote ensure govt need and deserve anupam kher responds modis appeal for the 2019 elections ,1
340,good read ,2
341,impressive godrej tata complimenting our hoping gets second term ,2
342,can promise what can delivered epf pension universal health care nationalisation primary education drinking water comprehensive panindia solid waste management policy please dont tell what modi didnt tell what you can ,2
343,vote for educated decent leaders dont for corrupt criminals yaar you always speak against ,0
344,demon calls narendra modi demon the definitely more than just human being demi god,2
345,modi sleeps with his mother,1
346,after going thru all the comedy speeches shri rahul gandhii have come conclusion that his competitor not modi its rakhi sawant self obsessed cannot compare with kapil sharma far better comedian the shri rahul gandhi,2
347,"namaskar bharat mey bhi choukidar hun bharat maa centre state govts working together make india tbfree 2025 narendra modi
",1
348,narendra modi more brainy than all the drswamys the world put together modi also dharmic and has humane heart something one wishes swamy shall have someday the line that divides chanakya and shakuni dharma modi chanakya and chowkidar but drswamy,2
349,‘this election fight for the soul india’ ,1
350,when someone asks random question economy schemesyojanas adaniambani modi dhruv tatti ,0
351,why cant write one single tweet without blaming modi,0
352,narendra modi’ decadeold decision now fructifies into japanese township gujarat firstpost ,1
353,our armed forces who give befitting reply our enemies politicians jump take credit ,1
354,wat about chindi modi wen saya vanakkam puddhucherry wen asked about the women safety india ,1
355,dont even compare modi with chanakya chanakya would what needed for good the state modi has let sabarimala burn has brought ordinance however uphold disgusting atrocities act which makes mockery non human rights let marxist education continue ,0
356,what happened after modi took off his mic during karan thapar’ famous via ,2
357,very sad ,0
358,this the new india modi trying build with these leaders his party why have live with these deplorable characters ,0
359,rajasthan governor kalyan singh throws dignity governors office out window wants modi return ,2
360,green underwear missing ive been doubting isi all this while but now got text from raga modi sold that ambani ,0
361,not wrong the actual temperature might but and his party facing the modi heatwave for sure hence the degrees ,2
362,the star campaigner myth bjp lost more than assembly constituencies where narendra modi campaigned during recent 5state polls ,2
363,"
this new india this indias century because has the yuva shakti take great heights modi govt stands firmly with them
via namo app",2
364,ratan tata lavishes praise narendra modi says will deliver new india ,2
365,modi for ,1
366,its modi chor corrupt maha thugbandhan janta with modi ,0
367,lol right modi using indian military campaigner for his elections,2
368,while the modi busy dismantling our democracy congress president rahul gandhi has done everything his power fight for the rights every citizen uphold our democratic spirit ,2
369,the great modi trap ways congress has walked into ,2
370,kitna jalte tum modi your tweet shows your jealousy towards our great prime minister modi ,2
371,modi has crippled economy destroyed jobs far from creating new jobs has fact destroyed jobs crore jobs have been destroyed him ,2
372,vote such party and leadershipwho can take fast and firm action none other than narendra damodardas modi and bjp party ,0
373,reallywhat joke plans promises only hate against modi against bjp really need such hateful person love care just and mine philosophy,0
374,dont worry minister indian muslims are developed much better life live standard life than pakistan you dont fear for modi your cheap tweet about our government,2
375,modi pls come karnataka show the power youths campaigning you pls come  ೀ್ಂ್ೆ28ಕ್ೆ,1
376,what better days you expec tons money best cars vote for modi ,2
377,modi government against corruption mob worried protect their loot will send behind bars comes the dreams looters including kejriwal ,0
378,maybe could because hes educated and could more responsible for the people india and will understand the youngsters more which the modi doesnt seems,2
379,this actually like choice between bjp and chaos sane indians are voting for narendra modi  ,1
380,modi while preparing manifesto include some relief for tax payers high way toll tax current situation for tax payers like double taxation,2
381,received shirt from today sincerely stand modi his call invoking the vigilant citizen each one you can also get your shirtmerchandise from ,2
382,travesty modi’ crook facts can’ suppressedreality comes out speak for itself ,1
383,you are the stupid the core and doubt that about anil ambani who took him france and made deal with dassault without and modi the cowkidarof anil about the escaping nirav etc they all ran away with the help the government after receiving lookout ntce,0
384,another news muslim family attacked hindutva mob last year aug muslim man was beaten and forced shave his beard you may not subscribe hindutva ideology but you support for modi you end strengthening his fascist policies ,0
385,"the airline said the boarding passes featuring modis photographs will withdrawn they are found violation the model code conduct
",1
386,rjd leader tejashwi yadav public ‘thanedar’ they will teach ‘chowkidar’ lesson this election public modi modi has cheated the countrymen country saw maximum unemployment under his regime communal forces have become stronger’,1
387,please stop rumours opinion olls say otherwise being bjp supportet give negativity bjp supporters shut mouth and allow modi and amitshaw their rallies just watch them are not able motivate people vote for modi negativity poison,0
388,for rafale landmodi needed contract will scrapped and awa see euro,1
389,the arrest nirav modi and the rule law ,0
390,"bjp means nationalism and leadership equal opportunity for all section progress and open futuristic jai bjp
jai bharat
jai modi",1
391,but you hve consider thatunlike usa our pseudos hve home away from home jihadi pakistan the uprising may not just damp squibb like usa,1
392,dont underestimate that mlas potential might become indias next prime minister read bjp parrots modi line asks isn’ sonia italy beti sept 2002 ,1
393,government which has done nothing for years criticizing whatever modi has done past years,0
394,would like play the devils advocate here suspectbelievehypothesize that cow lynching was one the issues that the opposition and the media wanted highlight uniquely bjp problem which spiked after modi became the 2014 ,2
395,dont think you bought anything why whining elections are the card let people decide whether they want buy from modi not and dont blame evms 23rd may eci has clearly said yhat elections will held using evms dont vote you dont trust evm,2
396,asked learn from how treat minority well does want what did minor ,0
397,modi government changed the lifestyle common man sat sharma via speaks,0
398,vote modi who has not created jobs,1
399,can you please verify this tweet claiming bjp leaders forced nirav modi flee india ,0
400,did construct waterway day dreaming according these arrogant bjp ministers india had infrastructure before 2014 everything created modiare fools trust these guys ,1
401,for the last years remained silenthis silence has given modishah gang over ride himif explodes will sunami,1
402,"election live blog met sapna choudhary yesterday want her campaigning for manoj tiwari
",2
403,while will vote modi because option modi has miserably failed for hindus swami openly talks what muslims have done india you have misunderstood swamis talk brahmin and chaukidaar thats why youre insulting him ,0
404,heres interesting section work which gives comprehensive glimpse the work various sectors over the last years detail report for those who shout always modi tak kiya kya ,2
405,sorry doc people didnt buy his dream but the convenient avenue offered lynchers castiest and religious bigots dont think indians dream for their imagination they are already above someone caste hierarchy and thats all they want ,0
406,why limited here are other prefixes for twitter that perhaps more accurately capture the state the citizens ,2
407,promise delivery modi came power with the promise ‘achche din’ but over the last five years has only overpromised and underdelivered ,1
408,ohk there were ghosts who killed sikhs per your knowledge and 2nd when modi gets clean cheat was congress central government and wasn’ government bjp who killed people was religious riots ,0
409,pride india restored modiji soon indian passport will not require any visa this the power modi ,1
410,"documents reveal modi and javadekars war indias environment
controversial amendments environmental laws and procedures were sought ",2
411,think hindus should back off and let them suffer for their own miseries they live dieget rapedshould not our problem unless someone asks for help when they are quite with such repressive actsy should hindus bother about them let them rot say,2
412,man bharun aal also without modi ,1
413,major reason for social hatred and strife modi rule lack employment opportunities expanding employment avenues cong will ensure individual happiness and social harmony ,2
414,chor startup accuses bjp website lifting their design and not giving them credit via ,1
415,report card how modi has fared leader govt and political leader ⚡jai bhagwan goyal ,1
416,congress trying 2004 strategy have take them back 2014 ground with all fake agenda there antiincumbency against the modi govt modi starts firm ground fix some loss making states and you are through for bigger glory higher range prediction,0
417,congress star campaigner attack tshirt seller shows they issue raise against modi government,1
418,100 all about and modi alla out ,1
419,bholi madam rahul gandhi not able convince people that modi comes back india ruined,0
420,count the flags and this mahagathbandhan with common agenda against modi without any consesus there candidate common vision policy programme but dushman dushman dost  ,0
421,sir governor rajasthan recently endorsed modi despite holding constitutional chair which expected politically neutral discharge serviceswill gather courage condemn such rhetoric advice them refrain from such acts again,0
422,has already taken notice and ordered probe now time for modi take notice muslim family being harassed beaten recently extremist hindus and was suggested leave india move pakistan,1
423,2rs per tweet correct pakdaso modi zamane price itna girgaya lets vote someother govtbhav badao,1
424,and hope hindustan will over take all other countries the field scientific technology coming days possible modi there for another 1015 yrs jai hind ,0
425,next song sung ,1
426,rise above jaativaad and reservation based our vote only for social workers iss baar modi sarkaar bihar,2
427,cant chowkidar brahmin subramanian swamy ,1
428,saudi crown prince orders release 850 indian prisoners modis request saudi crown prince mohammad bin salman has also announced the increase quota for indian haj pilgrims lakh the request modi jai hind ,1
429,she would not dont stan modi this house,1
430,"has the potential… change india
modi again modi forever ",1
431,ask modi,1
432,"very safe for choors called chowkidars promises chor chowkidar jaitely
now fears chori wherever you want including rafal alibaba modi with his choors are always guide protect you
inturn all deliver modi share chant modi chalisa",2
433,very true but congis will start campaign that modi scared best for him fight from whichever second seat prefers contestor let smritiji contest against wayanad elsewhere,2
434,still hybernatingur frnd nirav modi got arrested ths modiji india kya bahar bhi haath dalakar kar dabochenge true national eader modijia bimbo profession reality read sum news will definitey give competition dumbnes,2
435,stature yeah right standing tall pile lies only modi can ,2
436,modi bjp indians never played any victim card the called lsl who choose fool people the name journalism liberalism play this card see digested when called intolerant you all still talking butcher called cattel class,0
437,shri modis exclusive interview with india via ,1
438,"modi real other fake
",0
439,and even print this seriously whats this election modi entire opposition whats their agenda only defeat modi there noone saying anything about nation for ,0
440,the year high unemployment data from nsso not cmie out ideas seems proof failure namumkin mumkin hai and modi hai mumkin hai,0
441,also public asking that why you are just criticizing modi only tumhare pas koi road map nai hai kya kaise janta liye kaam keroge,1
442,how many you bjp website modi isnt the bjp president doesnt run bjp,2
443,"unprecedented agrarian crisis
record farmers suicide last years
destroying autonomy each and every institutions india
destroying independence india media news channels
some the achievement modi govt",2
444,after railway tickets now boarding pass air india have modi pics airline says looking into ,1
445,always wondered why harbhajan opened saloon chandigarh while getting haircut today नऊआ always tried engage conversation and landed modi his misfortune conclusions demonetization had minimal effect him has regular gas con,0
446,modi great his opponents generally are selfish idiots who keep attacking his governance skill modi doing great for 3040 yrs you tell what will you give oppo know after years modi rule that can wonders this stupid world created dishonest,0
447,"dear thanks for the appreciation
definitely win the 2019 election serve the nation congress free ",2
448,congress years wasnt able complete one rafale deal bjp its years has already completed the rafale deal delivery rafales will start sept 2019 has already started proceedings for another fighter jet deal but congress will say that modi has hacked evms ,2
449,iaf inducted new helicopter ch47f chinook this complete failure modi that completed this procurement without doing any corruption,0
450,and kindly dont compare modi jee butcher gujrat and imran khan,2
451,stand with modi ,1
452,interview local media various issues 2019 election rise failure modi government curb the black money ,0
453,"youth will vote for modi all friends are youths
all will vote for modi",1
454,copy cat just like pakistan miadad did tried copy srikant reversed shot got out the same congress copying modi ,1
455,muslim and reforms day and night sorrow and joy black and white stupid and genius try the luck before islamic republic india,0
456,must little more vocal ram mandir art 370 etc voting bjp with heavy heart for want better alternative,2
457,their intentions were not right javed akhtar finding his name the poster the modi biopic mumbai mirror ,0
458,rozi roti sawaal hai modiji his blood his dna shud read modichalisa now  meanwhile rajdeep shud also take the cases strongly which bjp rss men killed and love jihad that happens down south  show some class journalism rajjo,2
459,sane bold decision annapurna all yadavas should support modi for nation,2
460,now its turn just care about your country your minorities pakistan not modis india ,1
461,"
from making international headlines for scams and corruption allegations for decade now being known for anticorruption measures and transparent governance this the change modi ensured for india via namo app",1
462,yes can are already doing anybody named modi scams and escapes from the country,1
463,the practice sati johar etc gained prominence only after mughal invasions ignore the porki shameless people brutal rapes conversion polygamy halala fgm burqa marrying into their relatives dont waste your time,0
464,final days modi government adani project jharkhand becomes indias first power sector sez reports ,2
465,this nation not modi shah’ personal property belongs each and every one months don’ forgive don’ forget ,1
466,india needs enemy they will reelect modi pakistan one cannot even imagine man who was accused killing people end being ,1
467,from chaiwalla chowkidaar tshirt seller this pretty much majority indians career trajectory and you say narendra modi doesnt represent the common man,2
468,everyone known even you not known how speak politicals line innocents life hunting objections the world topmost popular may known you modi like kids help fillful normals heart ,2
469,one see the fake calculation calsi chek kariye modi ,0
470,pak has dropped two indian pilots his territory one has been released pak and where second one bhagwa traitors modi media asking about missing pilots shame,0
471,bjp govt works only for rich ambani adani choksi modi rule rich have become richer and poor have become poorer this must stop india has grow equitably ,2
472,"finally are seeing the results its being correct the shape modi violence against muslims
second now impossible because israel why india acknowledged israel",0
473,remember how modi sold fuel inflated prices for four years and keep raising excise duty crude slump how wanted lock 136 crore indians aadhaar this jobless growth farmer distress demonetization that destroyed business with ,0
474,"narendra modi arun jaitley dont understand economics claims subramanian swamy source scroll via dailyhunt download now
",1
475,hahathis salmasabrina with flavor and twistsociopath salma says modi govt cares for the rich ignoresrobs the poor sabrina vadri quotes like maos red book quotations ,0
476,sometimes wonder modi such strong leader cell portrayswhy couldnt get grade director for his biopic like hiranibhansali etc,2
477,not worried vote worried about modi also take care licking abilities modi not paying attention you can become next smriti ,1
478,shame the word unknown modi his cronies pakistan start raising concerns over routine lynchings and torture cases that muslims are suffering india they may keep shut next time but again theyve shame,0
479,,1
480,shri arvind kejriwal shame shame aap congress bail party gathbandhan karke public will majak bana rahe you will remembered great darth the indian politics modi oppose thik hai but opposition itna mat giro,2
481,watch how narendra modi govt reduced corruption with innovative steps ,2
482,will have our day for reacting when people will take arms against muslims either their govts will have take account reality will repeated more frequently throughout the western nations,2
483,doval has such tremendous record but because modi lost his image modi used doval like pawn doval interfered case cbi officer who was investigating rafael scam after that everyone knows what happened himi can only say lost his dignity helping corrupt,0
484,fugitive diamond dealer nirav modi arrested jeweller business news ,1
485,just like fake gandhi’ fake modi’ will there,0
486,voters will choose wisely and reject modi who put vikas reverse gear with his disastrous demonetisation and badly executed gst india needs gst reform and experienced best bet ,2
487,"dear beti sapna bjp mla gave stupid remarkson seeing you joined chor cong party you did much effortsdid much for yourfamily one thing sharing with youif you contest elections with modi bjp much bettersuggested you like
fathergood wishes regards",0
488,"youre hindu nationalist how can you not punish modi this
",1
489,citizens say that corruption has reduced last years ,1
490,like your way thinking but really just simple that women have rights because there are female deities,2
491,how narendra modi has almost killed the indian media via ,0
492,thatvis during upa ruling these modishah duo are not letting the delhi police their job instead duo has ordered harassing opposition and college students,1
493,another section started collecting stats and then showing trend that cow related violent incidents spiked under modis watch its similar award wapsi that happened due rising intolerance these are movements created certain sections peddle their agenda ,0
494,but nothing compared comedian who brazenly tweeted modi bmc official demanding bribes regularise his illegal construction but failed provide any evidence jai maha,0
495,india modi and modi india have fight against all traitors like congressaaptrinamoolsp and others,1
496,you know npci the govt org behind bhim was founded 2008 but check their website and youll find only stuff that modi championed like rupay cts etc ,0
497,his comments disgusting but always wrong agian this probably thats why did friendly interviews with her its modi who has faced more personal abuse directed and led mrs gandhi herself followed her son her party her ilk and left lib journalist,0
498,dear governorani can you let the people indian how much rbi has has given modi govt during last five years please inform the outcome demonetization amt circulation howmuch 5001000 notes and deposited with rbihow much fake currency detectedbenifit nation ,0
499,thought after modi became things have become betteri complaining for months response from have made official complaint 1189598 till now nothing months vodafone blackmailing sir have lot fix,0
500,have you ever answered any anonymous call pretending doing some survey for pre polls party support base you answered ivr that you support vote for modi bjp suspect something fishy behind and cause for this disappearance names,0
501,kamal haasan takes chowkidar modi kamal haasan modi rich mans guard stopping poor people from entering,0
502,modi didn’ care even abt his wife abandoned her can ask like this yogi married idiots don’ know the pain every family man bring their family save the parents and hence all stupid things like demonetisation etc time get rid you all ,0
503,one the comment from hardcore modi bhakt when shared postcard editor was arrested for sharing fake news now know why postcard editor was arrested becuz was speaking the truth was proindia liers how long will your lie sustain truth out the open,0
504,bjp must stop seeking merit based support must issue based same like islamic support for pseudosecular parties progress development issue only for hindus,1
505,stop saying like that you dirty paid media mafias see here how your chowkidar modi hobnobs with miya imran look before you leap ,0
506,this face doesn’ haunt you condemn the abduction girls but they’ alive and wel also recorded message still our personally ordered action unlike modi who treats muslims just vote bank,2
507,last time you paid loan some entrepreneurs named vijay maalya and nirav modi whose number this time please check next list,1
508,rahul wise enough deny the absolute majority modi nda make aap cong deal and that’ the best for both the country kejriwal allow modi swee delhi with then finished for next delhi assembly too,2
509,modi urges noted personalities spread voter awareness ,1
510,the infamous botiboti imran masood who threatened chop modi into pieces has been given ticket fight for elections saharanpur was absolutely spot when compared him with terrorist masood azhar ,0
511,"sir
the elections between trskedikcr ap5crs peopletdp voters votes ycpjsp goes kcrmodi onlyap will not get krishnagodavarione lakhs dues from telangana",1
512,support kanjarwal for his belief modi for all time ,1
513,rafale paper stolen the bodies 250 terrorists killed balakot stolen lakhs our account stolen modis degree certificates stolen modis marriage certificate stolen brain bjp supporters stolen ,0
514,jai hind modi very nice thought,2
515,modi for eternal what wrong dear sirji perfectly fine with indian people,0
516,agree but only during the tenure modiganga rejuvenation works have started working,1
517,ayushman bharat yojana doing much better even bill gates congratulate modi stop disrupting indias future,2
518,how can anybody give this character ticket this shows tht country ppl the country good work good intentions not important only defeating modi important wht this fellows contribution towards our country wht knows abt politics naxalite thinking,2
519,have all these qualities modi and more strong leadership,2
520,after ‘modi removed your name from voter list’ aap allegedly calls people pretending radio channel via ,0
521,"country has given years the congress all know what has happened what has not happened for the country
therefore have given years ordinary citizen this country feel should give years ",0
522,the cow vigilantism and moral policing minus any real growth has put off many supporters who thought modi could actually bring about change the only change cows are more important than humans soon the country will only have cows best luck running with cow janta,2
523,but here the entire serpent fang,1
524,drag this jds mla the road guve him taste public justice and then should modi modi repeatedly even you dislike modi because who the hell stop people from having their personal choices elections ,0
525,sabbash mera vote for peppermit abvp,1
526,have started calling chowkidaar narendra modi not happy ,0
527,"overpromise and underdelivery – that pithy summary the economic outcome the last five years under approach the general election ौीाोै
",2
528,any other work mumbaiwho hell shout like dogbe like modi than dream for biopic,0
529,just imagine how much karnatakas economy would have flourished under modis leadership ,2
530,assuming swamy right what has modi done prosecute punish the culprits how many the names mentioned swamy here are jail lie doesnt become the truth just because swamy modi repeat 1000 times,2
531,watch narendra modis address world biofuel day ,1
532,india country where standup pricks think everything blamed modi even the goo their homes,1
533,shame rajdeepcomparing modi with imranimran should take lesson from modi how run country ,1
534,"pakistani nation knows well about the rights minorites and are already protecting the rights minorites one thing more hindus pakistan are more safe than muslims india
this imran khans naya pakistan not modis terrorist state",2
535,please sell off our forest please make india desert request all chowkidars first protect environment before anything else dont dilute the env laws ,2
536,narendra modi prime minister india’ temple elephant’ desperately need help sign the petition via ,0
537,you are more concerned than congis for this allianceany modi will win all seven seatsdelhiites are wiser than some called journos ,2
538,asshole bahujan radical marxist grow brain knowunderstand that congress bjp represent the same fucking caste oppressors that your ilk wasnt dalitbahujanadivasis who have ruled this country for the past years and ask chowkidar modi ,0
539,one other thing the campaign will now start well get feel for the whole thing soon modi the campaign trail formidable opponent but think bjps messaging has multipronged cant just modi the messiah messaging,2
540,"exactly point those who reach positions power are too paranoud about upsetting the applecart
only those with unconditional islamic support base show the raw guts act thats why khanchris also preffers islamic support its not merit based support",0
541,"gandhi who has been entrusted with taking final call the coalition with aap will hear out senior leaders and their stand the issue
follow live updates here ",2
542,luv this its awesomemodi chai rocks,1
543,this pittrodda with welldyed french beard used faithful chamcha rajeev and now has shifted his chamchgiri rahupopu gaddha crooked modibaiter ,1
544,har har modi ghar ghar modi modi jeise imandar milna moskil haiji modi the great leader the world want modi once again,2
545,this hindutva terrorism enjoys the tacit support the modi government overwhelming majority antimuslim lynchings have occurred since 2014 with many attackers acquittedbrutality aginst muslim families india ,2
546,dont live denial under modi economy doldrums and jobless growth making the nation edgy agrarian crisis has worsened national security under question after massive intelligence failure pulwama attack embrace change with ,0
547,serious threat political slogan for modi ,0
548,"before modis arrival 2014 all supported him for better india and all know what got last years
party will change and will change and problems the common people will remain same
every vote and every election lesson",2
549,superbly summarizedjai hind vande mataramagain modi sarkar ,2
550,and also need modi for minimum years fix many pending issues,2
551,one the best ministers modis cabinet ,2
552,nope ganga got even dirtier over four years modi govt said scientific report that the govt hid brought the facts out ,1
553,another one who expects defeat modi without contesting election join the growing list hopefuls ,1
554,kunal kamra pretentious chutiya modi did more work the last five years than the braincells you have lost since your birth while smoking weed,2
555,only modi this time,1
556,what did just say vote for modi  welcome bjp told you rahul the main campaigner for modi think modi should just relax,2
557,sharad pawar slams modi government for failing job promise via ,1
558,wish modi too wins with land sliding victory india,2
559,rajasthan governor kalyan singh aligarh 23rd march all are bjp workers and want the bjp emerge victorious want that once again modi should become the ,1
560,indias elections 2019 not about congress bjp rahul modi but about india sanghistan love hatred secularism communalism pluralism homogenization inclusion exclusion dialogue monologue ,2
561,modi like that not indians,1
562,modis rise political leadership coincided with the expanding use social media india started tweeting 2009 when was amongst very few leaders india social media platform oct 2012 had million followers today … ,0
563,this time blind faith modi… absolute hate for congress milind deora elections news the indian express ,0
564,the first term prime minister won promise but the second term will have won performance not even narendra modi exception this,2
565,what why was quoting nirav modis account the first place stupid,0
566,opinion here’ why the nri disappointed with modi 2019 there modi madison square and wembley 2019 fact nowhere the horizon now writes read ,0
567,they are giving jobs citizen india what you are doing running propaganda against modi very low level journalism from you biased and pro congressi journalism dont call your self journalist,0
568,will give modi whistle and cap wants chowkidar akbaruddin owaisi ,2
569,sorry boss fan modi but not jaitley you must retire ,0
570,takes look whether the leaders bjp and congress will venture south how crony capitalism still thrives and meet candidate who promising households ten litres brandy every month via ,2
571,once again modi government modi govts efforts last years governance reforms have been institutionalise honesty way that every system and institution designed inculcate well inspire honesty,1
572,modi politics hate modiji loves india modiji want make new india corruption free terror free india hate not nature modiji yes modiji hates only enemies our country terrorists destroying terrorists camp hatedont defame our humane kind pure honest,2
573,and assuming servants these days rob anyone  fact see statistics the robbery levels have gone due unemployment the last years and also can guarantee that there corruption the govt today since modi leading since years now ,0
574,modi did biggest hardwork develop our nation never forget forever modi regime bharat matha jai,1
575,"modi never declared chowkidar for pulwama
theft dataexpert data fudginggdp unemployment including design templates fake degree certificates only declared chowkidar for bjp funds collected thru electoral bonds",0
576,song ,1
577,and think modi representative hindus sorry der difference between normal hindu and chutia hindusbhajpaisanghi,0
578,yes agree but should narender modi phir ,1
579,"dont mean any sort disrespect sapna chowdhary
but comparing her the achievements gautam gambhir zada gya
thoda kamm chaato kyunki aaega modi hee flat milna nahi hai baki apki marzi ",0
580,check out latest article premier archery league via ,2
581,according nomination papers irani who destroyed career and life remember modi made her education minister via feeds ,1
582,narendra modi address two election rallies west bengal april ,1
583,was waiting for this modi will also talk about varanasi,1
584,let anyone give single reason should not vote for bjp modi willing have debate till the chickens come home roost ,2
585,friday had expressed shock over his name being mentioned credits the film ,1
586,"since 201516 inc insisted with single standard rate capped 
but arrogant modi sarkar destroyed msmes for yrs with the worlds most complicated with rates 1000 modifications
",0
587,gandhi was gay does modi  ,2
588,soon new elected this rascal racist extremist murderer should behind the bars modi selected worst ,0
589,why vote modi dynasty visionary 3no high level corruption 4solid team changing base though will take time more time will give result congress will loot knowing well chance again internalexternal security 910 nationalism,0
590,lost bargarh kalahandi even before election may wrong idea about the ground reality about bjp modi coming kalahandi jeypore 29th march 1st april,0
591,modi owes his rise jaitley jaitley abv was going have him for breakfast post 2002 ,1
592,ratan tata optimistic and praised modis leadership for new india,2
593,the same emotional level you are and sure with long rule bjp fangs the serpents will pulled out without killing the serpents,2
594,ratan tata lavishes praise modi says will deliver new india ,2
595,very true modi govfailed provide employment,2
596,one vote can make all the difference answers modis election 2019 clarion call extends support his campaign ,1
597,smriti kerala hahaha good come our trollers will have lots fun and for bjp even modi cant win seat kerala that sreedharanan pilla also know via ,2
598,chowkidar modi will ensure cases opened with accused get prosecuted all legal hurdle settled for prosecution with illegal money returned govt kitty which ensures windfall revenue govt all crooks are joining together safeguard illegal wealth which modi take,0
599,modi cheerleaders can help him sell tshits caps ,1
600,"tag this fast growing youtuber cared abt this country thatacc him modi destroying democracyhe blind folded other politicians looks good bad bad good
sarcasm",0
601,answer who among these the most powerful world leader today trump putin modi may ,2
602,this blatantly inaccurate and bias article about religious freedom india modi was exonerated all wrongdoing the gujarat uscirf dubious body without any representation indic religionsnonsense and hogwash ,0
603,exactly people will actually pay listen modi unlike their stupid raga this great idea btw you should consider this one might help generate lot revenue for the party people would love contribute,2
604,"what else needed india need modi for least decade there option against modi 2014 and now also 2019
thumps ",0
605,trend nothing but fooling people with hope for votes had congress atleast has vision something for this country rahul gandhi and his partymen would not have been after modi their only agenda ,1
606,what about halala whr whole family fucks poor woman den physically and mentally handicap kids are born out due genetic depression dont worry abt progress through time think abt religion still 7th century mindset,0
607,isnt imran masood the same guy who said narendra modi boti boti kar denge just like azhar masoodwhy speaking the language terrorists,1
608,floor leader akbaruddin owaisi ive seen twitter chowkidar narendra modihe should also mention chowkidar his aadhaar card passportwant not chaiwalapakodewalaif modi ,1
609,agree with arun kumarsushil modi and nitish harmful for swarn,1
610,pointadvani thought will “this far further”but the business hate every tom dick harry becomes champion business reason tough climb difficult business hate easyfall precipitousdexterous hate players like modi yogi lurk everywhere ,0
611,sushma swaraj recounts narendra modi govts successes last years says voters will judge based commitment firstpost ,1
612,shabana azmi takes makers modi biopic says javed akhtar’ name put ‘deliberately mislead public’ bollywood ,1
613,modi has lots his underwear you may check person nelly,1
614,modi after wining 2019 election would suggest you take ministers oath some temple instead parliament that candidates hesitate anything wrong not good tks,0
615,will good for nation modi becomes forever,2
616,can pit more pictures and videos hindu extremist crime just years but use coz ppl are taken over storm modi and rss terror,2
617,yet another disaster ,1
